time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-03-19T10:40:23.790Z,34.0341667,-117.2573333,10.14,0.71,ml,25,85,0.07414,0.16,ci,ci37342792,2015-03-19T19:20:16.735Z,"2km SSE of Loma Linda, California",earthquake
2015-03-19T10:14:32.480Z,34.1596667,-117.4491667,7.31,0.71,ml,28,60,0.06375,0.12,ci,ci37342784,2015-03-19T19:03:01.862Z,"7km N of Fontana, California",earthquake
2015-03-19T10:11:41.520Z,38.766,-122.7425,3.64,0.53,md,17,98,0.01335,0.07,nc,nc72413810,2015-03-19T19:05:06.561Z,"1km SE of The Geysers, California",earthquake
2015-03-19T10:08:53.160Z,38.783,-122.7465,0.12,0.56,md,11,84,0.007644,0.04,nc,nc72413805,2015-03-21T01:55:27.590Z,"1km NE of The Geysers, California",earthquake
2015-03-19T10:05:59.940Z,1.9328,126.4515,36.33,5.4,mb,,97,1.472,1.47,us,us10001ns0,2015-03-19T10:20:27.823Z,"151km ENE of Bitung, Indonesia",earthquake
2015-03-19T10:02:17.500Z,44.4846,-112.8128,6.5,1.1,mc,13,107.999991360001,0.1805614,0.2,mb,mb15705600,2015-03-19T23:28:09.517Z,"24km SW of Lima, Montana",earthquake
2015-03-19T09:59:27.810Z,33.1375,-116.52,16.15,0.75,ml,31,58,0.0861,0.15,ci,ci37342776,2015-03-19T18:55:08.729Z,"10km NE of Julian, California",earthquake
2015-03-19T09:58:35.990Z,35.4895,-92.2681667,3.58,2.4,md,8,94,0.09681,0.22,nm,nm60005808,2015-03-19T18:01:09.256Z,"11km S of Fairfield Bay, Arkansas",earthquake
2015-03-19T09:36:01.300Z,39.7836667,-120.407,0.02,1.03,md,9,109,0.09052,0.03,nc,nc72413800,2015-03-21T01:42:24.750Z,"6km ESE of Portola, California",earthquake
2015-03-19T09:30:18.450Z,37.4486667,-118.914,5.01,0.53,md,7,227,0.1564,0.27,nc,nc72413795,2015-03-19T18:54:32.810Z,"22km SSE of Mammoth Lakes, California",earthquake
2015-03-19T09:28:57.430Z,37.6233333,-118.8715,9.7,1.89,md,27,87,0.008052,0.03,nc,nc72413790,2015-03-20T17:40:45.924Z,"12km ESE of Mammoth Lakes, California",earthquake
2015-03-19T09:25:33.420Z,33.5545,-116.6431667,3.92,0.59,ml,20,94,0.01607,0.15,ci,ci37342768,2015-03-19T18:46:30.053Z,"3km E of Anza, California",earthquake
2015-03-19T09:22:08.330Z,33.4716667,-116.5678333,8.45,0.47,ml,26,78,0.03678,0.14,ci,ci37342760,2015-03-19T18:39:53.177Z,"14km SE of Anza, California",earthquake
2015-03-19T09:05:07.190Z,36.919,-113.0678333,25.7,0.77,ml,6,177,0.169,0.1,uu,uu60104932,2015-03-19T21:46:32.140Z,"11km SW of Colorado City, Arizona",earthquake
2015-03-19T08:59:35.870Z,33.4721667,-116.5681667,8.58,0.33,ml,18,106,0.03625,0.1,ci,ci37342752,2015-03-19T18:33:00.019Z,"13km SE of Anza, California",earthquake
2015-03-19T08:57:05.970Z,36.6453,-97.855,3.89,2.8,mb_lg,,45,0.174,0.39,us,us10001nrq,2015-03-19T17:04:00.667Z,"20km SSW of Medford, Oklahoma",earthquake
2015-03-19T08:49:33.340Z,41.493,-112.6305,2.5,1.42,ml,21,132,0.195,0.08,uu,uu60104927,2015-03-19T19:26:15.400Z,"45km WSW of Tremonton, Utah",earthquake
2015-03-19T08:45:17.690Z,34.0378333,-117.2503333,17.03,1.92,ml,84,29,0.0726,0.16,ci,ci37342744,2015-03-19T17:49:24.672Z,"2km SE of Loma Linda, California",earthquake
2015-03-19T08:41:30.680Z,35.4933333,-118.291,7.95,2.39,ml,30,70,0.1303,0.16,ci,ci37342728,2015-03-20T04:52:13.162Z,"21km ESE of Bodfish, California",earthquake
2015-03-19T08:37:17.000Z,61.9118,-149.6219,37.2,1.5,ml,,,,0.29,ak,ak11531990,2015-03-19T08:53:48.483Z,"27km NW of Fishhook, Alaska",earthquake
2015-03-19T08:34:17.330Z,-36.054,-73.7848,6.47,5.1,mb,,107,0.997,1.29,us,us10001nrg,2015-03-19T16:36:57.739Z,"94km NW of Talcahuano, Chile",earthquake
2015-03-19T08:29:43.600Z,19.5125,-65.9953,44,3.4,Md,13,288,1.1462503,0.47,pr,pr15078004,2015-03-19T16:32:14.995Z,"116km N of San Juan, Puerto Rico",earthquake
2015-03-19T08:27:35.700Z,19.2902,-155.388,3.4,1.2,Md,,97.2,0.04491576,0.1,hv,hv60875651,2015-03-19T18:26:22.477Z,"13km NE of Pahala, Hawaii",earthquake
2015-03-19T08:14:37.000Z,62.3494,-148.2874,25.6,2,ml,,,,0.76,ak,ak11531986,2015-03-19T08:37:09.866Z,"68km NNE of Sutton-Alpine, Alaska",earthquake
2015-03-19T08:05:51.000Z,61.8623,-148.9789,22.5,0.8,ml,,,,0.45,ak,ak11531985,2015-03-19T16:57:15.980Z,"9km NW of Sutton-Alpine, Alaska",earthquake
2015-03-19T08:04:09.000Z,61.8367,-146.7605,20.3,1.3,ml,,,,0.48,ak,ak11531983,2015-03-19T08:37:07.743Z,"70km WSW of Glennallen, Alaska",earthquake
2015-03-19T07:52:17.450Z,38.835,-122.8093333,2.65,0.21,md,17,52,0.0116,0.02,nc,nc72413755,2015-03-20T04:34:06.618Z,"7km W of Cobb, California",earthquake
2015-03-19T07:50:01.000Z,61.5023,-146.4779,16.1,2.2,ml,,,,0.88,ak,ak11531979,2015-03-19T08:18:34.066Z,"41km N of Valdez, Alaska",earthquake
2015-03-19T07:47:19.480Z,-28.802,74.1566,10,4.9,mb,,98,20.743,0.97,us,us10001nrb,2015-03-19T15:50:11.098Z,"Mid-Indian Ridge",earthquake
2015-03-19T07:40:20.526Z,39.3942,-119.8843,5.4321,0.38,ml,12,67.5,0.093,0.1517,nn,nn00487386,2015-03-20T02:37:32.924Z,"13km SSE of Mogul, Nevada",earthquake
2015-03-19T07:36:45.330Z,36.0618333,-117.5976667,2.2,0.87,ml,19,69,0.08813,0.13,ci,ci37342712,2015-03-19T17:05:04.167Z,"31km ENE of Little Lake, California",earthquake
2015-03-19T07:31:19.150Z,38.8074989,-122.8166656,3.12,0.68,md,15,129,0.009871,0.02,nc,nc72413745,2015-03-19T07:57:06.622Z,"6km WNW of The Geysers, California",earthquake
2015-03-19T07:30:07.740Z,38.809,-122.8146667,2.86,1.42,md,45,47,0.01134,0.03,nc,nc72413740,2015-03-20T19:58:04.409Z,"6km NW of The Geysers, California",earthquake
2015-03-19T07:22:13.680Z,34.0853333,-117.3046667,16.75,0.98,ml,30,65,0.1088,0.17,ci,ci37342696,2015-03-19T16:55:54.341Z,"2km NNE of Colton, California",earthquake
2015-03-19T06:55:19.000Z,33.6945,-116.738,17.76,0.41,ml,18,106,0.02591,0.09,ci,ci37342688,2015-03-19T16:50:01.951Z,"5km SSW of Idyllwild, California",earthquake
2015-03-19T06:53:49.227Z,41.8454,-119.6402,7.3346,0.96,ml,4,225.5,0.159,0.1059,nn,nn00487376,2015-03-20T04:52:35.296Z,"69km ESE of Lakeview, Oregon",earthquake
2015-03-19T06:51:37.000Z,63.1446,-149.8561,98.1,1.5,ml,,,,0.25,ak,ak11531973,2015-03-19T07:14:16.021Z,"53km WSW of Cantwell, Alaska",earthquake
2015-03-19T06:38:12.370Z,37.0931667,-113.8746667,6.33,0.94,md,8,191,0.07,0.14,uu,uu60104917,2015-03-19T21:35:40.820Z,"19km WSW of Ivins, Utah",earthquake
2015-03-19T06:32:37.690Z,36.0476667,-117.8091667,0,0.66,ml,17,84,0.04206,0.13,ci,ci37342680,2015-03-19T22:05:42.049Z,"12km E of Coso Junction, California",earthquake
2015-03-19T06:31:30.000Z,62.9006,-150.3243,73.6,1.5,ml,,,,0.51,ak,ak11531956,2015-03-19T06:57:23.276Z,"65km N of Talkeetna, Alaska",earthquake
2015-03-19T06:23:44.200Z,3.3157,122.3647,585.42,4.5,mb,,114,4.276,0.66,us,us10001nqx,2015-03-19T14:26:24.788Z,"259km NNE of Kali, Indonesia",earthquake
2015-03-19T06:15:17.000Z,63.4051,-145.1189,29,1.7,ml,,,,1.82,ak,ak11531954,2015-03-19T06:40:19.928Z,"52km S of Deltana, Alaska",earthquake
2015-03-19T06:11:51.000Z,60.6963,-146.5178,19.7,1.4,ml,,,,0.61,ak,ak11531952,2015-03-19T06:40:18.990Z,"45km WNW of Cordova, Alaska",earthquake
2015-03-19T06:02:26.300Z,19.4855,-66.068,101,3.4,Md,10,288,1.2226071,0.3,pr,pr15078001,2015-03-19T14:05:01.478Z,"112km N of San Juan, Puerto Rico",earthquake
2015-03-19T05:53:12.730Z,36.9546667,-121.4375,7.24,0.89,md,31,58,0.03934,0.05,nc,nc72413705,2015-03-20T05:44:04.743Z,"11km NNW of Hollister, California",earthquake
2015-03-19T05:51:38.400Z,44.3143,-113.1571,6.9,1.1,mc,19,104.399991648001,0.1554085,0.26,mb,mb15179449,2015-03-19T23:28:05.157Z,"57km SW of Lima, Montana",earthquake
2015-03-19T05:50:50.755Z,37.1109,-117.2383,13.774,0.92,ml,10,143.05,0.154,0.0999,nn,nn00487375,2015-03-20T17:22:09.674Z,"48km WNW of Beatty, Nevada",earthquake
2015-03-19T05:45:46.260Z,38.8096667,-122.8123333,2.54,1.47,md,48,46,0.01318,0.05,nc,nc72413700,2015-03-20T20:08:04.448Z,"6km NW of The Geysers, California",earthquake
2015-03-19T05:36:27.000Z,63.2071,-150.7196,133.5,2.1,ml,,,,0.38,ak,ak11531946,2015-03-19T05:53:10.457Z,"91km WSW of Cantwell, Alaska",earthquake
2015-03-19T05:30:27.094Z,37.367,-114.9535,6.795,0.73,ml,4,124.56,0.087,0.0612,nn,nn00487374,2015-03-20T16:54:16.604Z,"18km E of Alamo, Nevada",earthquake
2015-03-19T05:27:25.020Z,38.836834,-122.8003311,2.24,1.12,md,18,60,0.01817,0.05,nc,nc72413695,2015-03-19T07:54:04.620Z,"6km WNW of Cobb, California",earthquake
2015-03-19T05:26:59.250Z,34.1593333,-117.4481667,8.61,1.08,ml,34,56,0.06456,0.18,ci,ci37342656,2015-03-19T16:46:02.420Z,"7km N of Fontana, California",earthquake
2015-03-19T05:22:28.570Z,33.4693333,-116.5641667,8.38,0.47,ml,16,107,0.04063,0.09,ci,ci37342648,2015-03-19T16:38:03.043Z,"14km SE of Anza, California",earthquake
2015-03-19T05:18:03.450Z,46.8436667,-121.7318333,0.04,0.18,md,8,112,0.008068,0.09,uw,uw60986271,2015-03-19T17:25:53.060Z,"26km N of Packwood, Washington",earthquake
2015-03-19T05:17:04.000Z,52.2198,-169.9294,32.1,3,ml,,,,0.67,ak,ak11531939,2015-03-19T17:03:56.281Z,"69km SE of Yunaska Island, Alaska",earthquake
2015-03-19T05:15:04.700Z,41.8785,-119.6301,8.8431,0.82,ml,5,220.33,0.144,0.095,nn,nn00487385,2015-03-20T02:36:31.322Z,"68km ESE of Lakeview, Oregon",earthquake
2015-03-19T05:10:00.000Z,59.9422,-152.3374,74.4,1.6,ml,,,,0.38,ak,ak11531925,2015-03-19T16:57:11.280Z,"33km WNW of Anchor Point, Alaska",earthquake
2015-03-19T04:54:30.300Z,18.815,-64.737,50,3.1,Md,5,342,0.7231438,0.03,pr,pr15078003,2015-03-19T12:57:11.672Z,"45km NNW of Road Town, British Virgin Islands",earthquake
2015-03-19T04:50:51.000Z,63.5779,-151.0624,10.1,0.8,ml,,,,0.66,ak,ak11531924,2015-03-19T16:57:10.006Z,"107km WNW of Cantwell, Alaska",earthquake
2015-03-19T04:45:34.000Z,53.8589,-166.8167,4.8,1.3,ml,,,,0.36,ak,ak11531923,2015-03-19T16:36:52.483Z,"18km W of Unalaska, Alaska",earthquake
2015-03-19T04:39:48.510Z,37.4618333,-118.6151667,8.47,1.06,md,23,101,0.08857,0.04,nc,nc72413685,2015-03-19T20:54:05.858Z,"18km NW of West Bishop, California",earthquake
2015-03-19T04:28:40.000Z,63.1437,-150.6813,129,1.9,ml,,,,0.53,ak,ak11531918,2015-03-19T04:44:58.245Z,"91km WSW of Cantwell, Alaska",earthquake
2015-03-19T04:08:49.670Z,33.2258333,-116.0733333,13.28,1.1,ml,30,76,0.09112,0.17,ci,ci37342632,2015-03-19T16:34:57.868Z,"11km NNE of Ocotillo Wells, California",earthquake
2015-03-19T04:03:36.870Z,33.525,-116.735,3.84,0.84,ml,33,29,0.04034,0.13,ci,ci37342624,2015-03-19T16:22:16.546Z,"7km WSW of Anza, California",earthquake
2015-03-19T03:49:21.240Z,-55.3665,-28.2943,10.82,5,mb,,94,4.86,0.89,us,us10001nq6,2015-03-19T11:52:01.819Z,"163km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-03-19T03:42:23.000Z,65.1435,-149.0879,10.7,1,ml,,,,0.35,ak,ak11531911,2015-03-19T04:10:18.732Z,"60km WNW of Ester, Alaska",earthquake
2015-03-19T03:41:54.450Z,37.5968333,-113.6423333,0.74,1.54,ml,12,89,0.217,0.18,uu,uu60104907,2015-03-19T20:58:12.250Z,"7km ENE of Enterprise, Utah",earthquake
2015-03-19T03:32:12.830Z,33.4683333,-116.5756667,9.02,1.7,ml,61,52,0.0344,0.17,ci,ci37342616,2015-03-19T16:07:29.730Z,"13km SE of Anza, California",earthquake
2015-03-19T03:28:13.480Z,38.8166656,-122.8180008,2.9,0.89,md,16,71,0.009138,0.02,nc,nc72413675,2015-03-19T03:43:05.160Z,"6km NW of The Geysers, California",earthquake
2015-03-19T03:20:37.020Z,36.1185,-117.8626667,5.25,0.63,ml,12,148,0.006382,0.12,ci,ci37342600,2015-03-19T22:02:02.029Z,"11km NE of Coso Junction, California",earthquake
2015-03-19T03:16:51.630Z,36.0545,-117.6016667,1.56,1.24,ml,20,69,0.09135,0.16,ci,ci37342584,2015-03-19T15:54:19.943Z,"30km ENE of Little Lake, California",earthquake
2015-03-19T03:16:37.000Z,61.3357,-149.9475,18,2.7,ml,,,,0.83,ak,ak11531891,2015-03-19T11:19:34.394Z,"13km N of Anchorage, Alaska",earthquake
2015-03-19T03:15:26.030Z,53.5108,161.8711,40.01,5.2,mb,,139,1.995,0.9,us,us10001nq0,2015-03-19T11:17:57.999Z,"221km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake
2015-03-19T03:06:50.700Z,19.5767,-66.1511,79,3.2,Md,6,298.8,1.34837124,0.46,pr,pr15078002,2015-03-19T11:09:20.563Z,"123km N of San Juan, Puerto Rico",earthquake
2015-03-19T03:06:29.800Z,34.5513333,-116.2491667,3.29,0.96,ml,9,100,0.154,0.12,ci,ci37342576,2015-03-19T15:49:44.341Z,"21km SSW of Ludlow, California",earthquake
2015-03-19T03:05:14.933Z,39.7702,-119.852,14.4017,0.25,ml,9,92.5,0.176,0.1243,nn,nn00487372,2015-03-20T02:35:42.272Z,"14km NE of Cold Springs, Nevada",earthquake
2015-03-19T03:03:33.667Z,39.7707,-119.8507,13.8847,0.25,ml,7,82.52,0.175,0.0626,nn,nn00487371,2015-03-20T02:35:31.666Z,"14km NE of Cold Springs, Nevada",earthquake
2015-03-19T02:57:47.000Z,53.8491,-166.8018,4.8,1.7,ml,,,,0.41,ak,ak11531884,2015-03-19T16:36:51.542Z,"17km WSW of Dutch Harbor, Alaska",earthquake
2015-03-19T02:51:54.110Z,35.4933333,-118.299,3.17,1.28,ml,26,71,0.1364,0.15,ci,ci37342568,2015-03-19T15:47:01.490Z,"20km ESE of Bodfish, California",earthquake
2015-03-19T02:47:51.970Z,41.3456667,-122.1511667,6.24,1.01,md,6,163,0.02981,0.02,nc,nc72413665,2015-03-19T17:16:16.875Z,"10km N of McCloud, California",earthquake
2015-03-19T02:45:35.730Z,36.0566667,-117.6008333,1.11,0.93,ml,20,107,0.09062,0.17,ci,ci37342560,2015-03-19T15:42:49.142Z,"31km ENE of Little Lake, California",earthquake
2015-03-19T02:10:59.680Z,40.4466667,-124.6541667,18.53,2.93,md,54,234,0.2433,0.13,nc,nc72413660,2015-03-19T21:07:04.883Z,"36km WSW of Ferndale, California",earthquake
2015-03-19T01:43:39.000Z,61.61,-148.0414,26.9,1.9,ml,,,,0.72,ak,ak11531870,2015-03-19T02:25:31.322Z,"47km ESE of Sutton-Alpine, Alaska",earthquake
2015-03-19T01:34:10.530Z,33.4728333,-116.5723333,8.96,0.34,ml,21,108,0.03315,0.1,ci,ci37342504,2015-03-19T15:37:58.438Z,"13km SE of Anza, California",earthquake
2015-03-19T01:33:54.790Z,38.588,141.7864,48.89,4.9,mb,,134,1.063,0.73,us,us10001np2,2015-03-19T09:36:34.408Z,"46km ENE of Ishinomaki, Japan",earthquake
2015-03-19T01:33:09.180Z,-36.1135,-73.458,24.99,4.9,mb,,116,0.807,1,us,us10001np8,2015-03-19T14:22:40.000Z,"72km NW of Tome, Chile",earthquake
2015-03-19T01:31:30.000Z,65.1953,-149.0306,15.4,2.3,ml,26,50.3999959680003,0.1455271,0.43,ak,ak11531867,2015-03-19T02:23:44.677Z,"61km NW of Ester, Alaska",earthquake
2015-03-19T01:30:26.220Z,39.5503,-119.9603,12.3957,0.58,ml,13,66.75,0.057,0.1486,nn,nn00487358,2015-03-20T02:35:22.991Z,"4km NE of Verdi, Nevada",earthquake
2015-03-19T01:29:21.040Z,39.8118333,-120.6606667,4.66,1.3,md,15,77,0.06932,0.09,nc,nc72413645,2015-03-21T06:04:04.839Z,"16km W of Portola, California",earthquake
2015-03-19T01:25:50.030Z,37.0428,-97.8364,5,2.6,mb_lg,,56,0.071,0.67,us,us10001nzz,2015-03-19T21:41:05.279Z,"20km W of Caldwell, Kansas",earthquake
2015-03-19T01:25:39.000Z,63.4192,-147.177,24.3,1.4,ml,10,208.799983296001,0.5919898,0.54,ak,ak11531865,2015-03-19T02:23:46.568Z,"88km E of Cantwell, Alaska",earthquake
2015-03-19T01:12:49.000Z,61.5279,-149.971,40.5,1.9,ml,13,111.599991072001,0.3754958,0.32,ak,ak11531863,2015-03-19T02:23:45.920Z,"1km NW of Big Lake, Alaska",earthquake
2015-03-19T00:28:44.240Z,33.6888333,-116.7,18.69,0.56,ml,16,119,0.02521,0.1,ci,ci37342464,2015-03-19T15:34:22.115Z,"6km SSE of Idyllwild, California",earthquake
2015-03-19T00:26:32.410Z,38.7731667,-122.7450027,1.46,0.88,md,10,78,0.01196,0.01,nc,nc72413630,2015-03-19T01:15:05.711Z,"1km ESE of The Geysers, California",earthquake
2015-03-19T00:25:20.040Z,38.8303337,-122.8108368,2.69,1.16,md,24,52,0.006954,0.02,nc,nc72413625,2015-03-19T01:05:06.678Z,"7km W of Cobb, California",earthquake
2015-03-19T00:15:41.370Z,38.8058319,-122.7338333,2.22,0.57,md,7,111,0.01922,0.01,nc,nc72413620,2015-03-19T00:54:05.544Z,"2km SSW of Cobb, California",earthquake
2015-03-19T00:11:05.000Z,64.0267,-148.8466,10.1,1.9,ml,,,,0.45,ak,ak11531800,2015-03-19T00:35:27.697Z,"19km NNE of Healy, Alaska",earthquake
2015-03-19T00:09:41.000Z,18.2551,-65.348,10,2.5,Md,4,180,0.08084838,0.03,pr,pr15078000,2015-03-19T03:39:35.918Z,"7km SW of Culebra, Puerto Rico",earthquake
2015-03-19T00:00:19.880Z,37.0873,-97.8447,5.2,2.1,mb_lg,,60,0.03,0.25,us,us10001nzu,2015-03-19T21:28:39.184Z,"18km ESE of Anthony, Kansas",earthquake
2015-03-18T23:32:13.000Z,61.9278,-144.0783,0,1.9,ml,,,,0.5,ak,ak11531793,2015-03-18T23:59:56.257Z,"49km NNE of Chitina, Alaska",earthquake
2015-03-18T23:31:09.060Z,40.1806667,-121.066,3.21,1.55,md,8,131,0.1946,0.06,nc,nc72413605,2015-03-20T15:55:35.338Z,"7km W of Greenville, California",earthquake
2015-03-18T23:31:03.080Z,35.6006,5.6662,10,4.2,mb,,91,2.999,0.84,us,us10001nn1,2015-03-19T07:33:45.631Z,"8km SSE of Ras el Aioun, Algeria",earthquake
2015-03-18T23:28:33.000Z,60.3319,-151.2488,55,2.1,ml,,,,0.49,ak,ak11531720,2015-03-18T23:45:04.402Z,"5km SE of Cohoe, Alaska",earthquake
2015-03-18T23:19:48.210Z,34.0463333,-116.6383333,14.54,1.04,ml,34,82,0.01116,0.16,ci,ci37342448,2015-03-19T15:27:44.473Z,"5km W of Morongo Valley, California",earthquake
2015-03-18T23:13:22.500Z,19.142,-66.441,35,2.9,Md,10,284.4,0.66565163,0.2,pr,pr15077017,2015-03-19T07:15:58.840Z,"75km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2015-03-18T23:11:55.000Z,61.9471,-147.7635,31.1,1.4,ml,,,,0.94,ak,ak11531704,2015-03-18T23:29:36.789Z,"59km ENE of Sutton-Alpine, Alaska",earthquake
2015-03-18T23:00:31.000Z,64.9916,-147.3239,0,1.5,ml,,,,0.39,ak,ak11531701,2015-03-18T23:15:24.481Z,"23km NNE of Badger, Alaska",earthquake
2015-03-18T22:55:42.810Z,33.8343333,-117.5028333,0.01,1.35,ml,42,64,0.05101,0.15,ci,ci37342424,2015-03-18T23:37:53.207Z,"5km SSE of Home Gardens, California",quarry blast
2015-03-18T22:51:54.580Z,38.7556667,-122.716,3,0.86,md,20,122,0.0176,0.05,nc,nc72413600,2015-03-21T02:15:07.338Z,"4km SE of The Geysers, California",earthquake
2015-03-18T22:50:35.000Z,61.3787,-151.6819,97.8,2,ml,,,,0.47,ak,ak11531698,2015-03-18T23:15:23.857Z,"79km NNW of Nikiski, Alaska",earthquake
2015-03-18T22:49:38.680Z,35.7535,-117.64,2.14,1.38,ml,23,106,0.07107,0.17,ci,ci37342416,2015-03-18T23:24:42.121Z,"15km NNE of Ridgecrest, California",earthquake
2015-03-18T22:43:27.023Z,39.328,-116.1036,0,2.28,ml,5,97.74,1.059,0.116,nn,nn00487346,2015-03-19T00:13:48.276Z,"23km SSW of Eureka, Nevada",earthquake
2015-03-18T22:42:41.000Z,41.3391667,-122.1666667,5.88,0.83,md,10,101,0.01661,0.05,nc,nc72413595,2015-03-19T16:41:06.860Z,"9km NNW of McCloud, California",earthquake
2015-03-18T22:25:00.680Z,37.5103333,-118.8681667,8.16,0.62,md,14,113,0.0854,0.03,nc,nc72413585,2015-03-19T16:34:06.652Z,"17km SSE of Mammoth Lakes, California",earthquake
2015-03-18T22:22:18.740Z,37.5081667,-118.8671667,6.67,1.56,md,29,109,0.08714,0.04,nc,nc72413575,2015-03-19T03:51:06.164Z,"18km SSE of Mammoth Lakes, California",earthquake
2015-03-18T22:13:43.810Z,34.1873333,-117.4506667,9.76,1.15,ml,33,54,0.04579,0.18,ci,ci37342392,2015-03-18T23:13:53.600Z,"6km SW of Devore, California",earthquake
2015-03-18T22:01:57.770Z,-36.0556,-73.5003,11.75,4.8,mb,,154,0.874,0.84,us,us10001nme,2015-03-19T06:04:24.370Z,"79km NW of Tome, Chile",earthquake
2015-03-18T21:58:24.420Z,38.8151667,-122.7761667,1.77,0.63,md,5,212,0.004011,0.02,nc,nc72413570,2015-03-20T08:21:07.003Z,"4km W of Cobb, California",earthquake
2015-03-18T21:56:40.480Z,-36.0801,-73.62,13.15,4.2,mb,,145,0.9,0.9,us,us10001nnj,2015-03-19T05:59:24.306Z,"83km NNW of Talcahuano, Chile",earthquake
2015-03-18T21:52:00.000Z,60.4758,-145.9297,29.6,1.5,ml,,,,0.64,ak,ak11531627,2015-03-18T22:15:30.041Z,"12km SW of Cordova, Alaska",earthquake
2015-03-18T21:45:13.970Z,36.8886667,-121.618,0.01,1.05,md,16,72,0.02129,0.16,nc,nc72413565,2015-03-19T00:25:25.030Z,"2km SSE of Quarry near Aromas, CA",quarry blast
2015-03-18T21:44:43.900Z,38.8045006,-122.815834,1.74,0.55,md,8,145,0.0113,0.01,nc,nc72413560,2015-03-18T21:59:05.865Z,"5km WNW of The Geysers, California",earthquake
2015-03-18T21:44:19.570Z,35.4915,-92.2773333,3.87,2.01,md,9,93,0.08934,0.26,nm,nm60005813,2015-03-19T12:17:40.021Z,"11km S of Fairfield Bay, Arkansas",earthquake
2015-03-18T21:08:43.030Z,39.7755,143.9525,10,4.5,mb,,203,2.317,0.62,us,us10001nld,2015-03-19T05:11:22.958Z,"172km E of Miyako, Japan",earthquake
2015-03-18T20:58:27.810Z,38.2156667,-112.6551667,2.92,1.86,ml,10,144,0.291,0.16,uu,uu60104892,2015-03-19T20:27:18.400Z,"6km S of Beaver, Utah",earthquake
2015-03-18T20:57:20.300Z,40.1763333,-121.0555,0.89,1.57,md,16,86,0.05135,0.06,nc,nc72413540,2015-03-19T06:14:04.443Z,"9km WNW of Greenville, California",earthquake
2015-03-18T20:41:34.941Z,41.8937,-119.5735,0.6146,0.74,ml,5,219.36,0.174,0.0964,nn,nn00487347,2015-03-18T22:49:55.931Z,"71km ESE of Lakeview, Oregon",earthquake
2015-03-18T20:39:38.880Z,36.7168333,-121.3616667,3.18,1.51,md,39,47,0.05244,0.06,nc,nc72413530,2015-03-19T20:47:03.847Z,"10km S of Ridgemark, California",earthquake
2015-03-18T20:36:57.000Z,60.2767,-152.4339,93.8,2.7,ml,,,,0.7,ak,ak11531527,2015-03-19T04:39:37.115Z,"28km SE of Redoubt Volcano, Alaska",earthquake
2015-03-18T20:23:59.100Z,17.8647,-67.1615,11,2.5,Md,4,327.6,0.1527136,0.25,pr,pr15077016,2015-03-19T04:26:35.440Z,"12km SSE of Pole Ojea, Puerto Rico",earthquake
2015-03-18T20:19:51.190Z,33.7201667,-116.8263333,17.48,1.04,ml,30,104,0.08771,0.14,ci,ci37342296,2015-03-18T20:53:43.760Z,"7km ESE of Valle Vista, California",earthquake
2015-03-18T20:17:51.460Z,46.4715,-120.2616667,0.01,2.23,ml,15,107,0.1089,0.16,uw,uw60986136,2015-03-19T18:25:49.442Z,"7km N of Zillah, Washington",explosion
2015-03-18T20:11:01.990Z,40.1736667,-121.054,4.65,1.57,md,18,111,0.05424,0.08,nc,nc72413525,2015-03-19T05:44:04.395Z,"9km WNW of Greenville, California",earthquake
2015-03-18T20:05:21.900Z,34.3376667,-116.8786667,0.01,1.08,ml,20,65,0.04361,0.16,ci,ci37342272,2015-03-18T20:45:19.029Z,"9km NNW of Big Bear City, California",quarry blast
2015-03-18T20:01:57.000Z,64.0288,-148.8669,0.1,1.8,ml,,,,0.85,ak,ak11531507,2015-03-18T20:19:35.346Z,"19km NNE of Healy, Alaska",earthquake
2015-03-18T19:57:29.870Z,38.8333333,-122.8071667,2.83,0.26,md,15,69,0.01018,0.02,nc,nc72413505,2015-03-20T02:11:06.292Z,"7km W of Cobb, California",earthquake
2015-03-18T19:53:58.000Z,66.1161,-149.8803,18,1.8,ml,,,,0.64,ak,ak11531500,2015-03-18T20:19:34.689Z,"127km S of Coldfoot, Alaska",earthquake
2015-03-18T19:46:31.990Z,38.8201675,-122.762001,2.27,0.5,md,8,151,0.012,0.01,nc,nc72413490,2015-03-18T20:04:05.285Z,"3km W of Cobb, California",earthquake
2015-03-18T19:38:41.740Z,33.7663333,-116.7133333,16.32,0.76,ml,20,144,0.01993,0.11,ci,ci37342240,2015-03-18T20:38:41.351Z,"3km N of Idyllwild, California",earthquake
2015-03-18T19:35:49.630Z,46.4368333,-122.2233333,0.01,0.99,ml,8,182,0.03211,0.22,uw,uw60986116,2015-03-19T18:21:29.750Z,"14km SSE of Morton, Washington",explosion
2015-03-18T19:31:01.120Z,33.8395,-117.4921667,0.09,1.65,ml,48,64,0.04501,0.21,ci,ci37342232,2015-03-18T20:32:19.339Z,"5km SSE of Home Gardens, California",quarry blast
2015-03-18T19:28:45.600Z,19.0965,-66.3076,118,3.6,Md,4,331.2,0.92436643,0.15,pr,pr15077015,2015-03-19T03:31:21.400Z,"69km N of Brenas, Puerto Rico",earthquake
